symbol	hmdb_id	name
OXTR	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR39	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
RXFP3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GALR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NPBWR1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR173	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NPY2R	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
CCR4	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR19	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
MC2R	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR142	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
CCKBR	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
ADORA2A	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
OPRL1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
HTR7	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
AVPR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NPY5R	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
HRH3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
ADRB3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
PTGER3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
SSTR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
CCR9	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
LPAR1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NPSR1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
HTR4	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NPY1R	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
DRD2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
OPN3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
AVPR1B	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR37L1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR52	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
TAAR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
RXFP4	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
ADRB1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
CNR1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NPBWR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
HTR1B	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
OPN1LW	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NTSR1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
LPAR3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
BRS3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
PTGFR	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
HCRTR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
OPN5	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
FFAR4	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
AGTR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
OPN4	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR21	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
HCRTR1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NPY4R	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
CNR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
EDNRB	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
HRH2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
ADRA1D	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR150	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GRPR	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
ADRA1A	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR12	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR78	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
DRD3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
QRFPR	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR135	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
LPAR2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR61	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
ADRA2C	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
CXCR4	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
TBXA2R	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
OPRM1	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
LTB4R2	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
CCR3	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
MC1R	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR176	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
GPR139	HMDB0250060	8-Methyl-8-azabicyclo[3.2.1]oct-3-yl 1H-indole-3-carboxylate
NR3C1	HMDB0259270	triptolide
CD80	HMDB0259270	triptolide
CCR2	HMDB0259270	triptolide
CCR5	HMDB0259270	triptolide
F2RL1	HMDB0259270	triptolide
XIAP	HMDB0259270	triptolide
MCL1	HMDB0259270	triptolide
HSPA1A	HMDB0259270	triptolide
CHRM3	HMDB0244294	2-[1-(4-Methylphenyl)-3-(1-pyrrolidinyl)prop-1-enyl]pyridine
CHRM1	HMDB0244294	2-[1-(4-Methylphenyl)-3-(1-pyrrolidinyl)prop-1-enyl]pyridine
CHRM2	HMDB0244294	2-[1-(4-Methylphenyl)-3-(1-pyrrolidinyl)prop-1-enyl]pyridine
CHRM5	HMDB0244294	2-[1-(4-Methylphenyl)-3-(1-pyrrolidinyl)prop-1-enyl]pyridine
HRH1	HMDB0244294	2-[1-(4-Methylphenyl)-3-(1-pyrrolidinyl)prop-1-enyl]pyridine
CHRM4	HMDB0244294	2-[1-(4-Methylphenyl)-3-(1-pyrrolidinyl)prop-1-enyl]pyridine
CHRM3	HMDB0014930	Tripelennamine
HRH4	HMDB0014930	Tripelennamine
HTR6	HMDB0014930	Tripelennamine
CHRM1	HMDB0014930	Tripelennamine
CHRM2	HMDB0014930	Tripelennamine
HRH3	HMDB0014930	Tripelennamine
HRH2	HMDB0014930	Tripelennamine
CHRM5	HMDB0014930	Tripelennamine
HRH1	HMDB0014930	Tripelennamine
CHRM4	HMDB0014930	Tripelennamine
HTR2C	HMDB0014864	Trimipramine
ADRA2A	HMDB0014864	Trimipramine
CHRM1	HMDB0014864	Trimipramine
ADRA1B	HMDB0014864	Trimipramine
HTR1A	HMDB0014864	Trimipramine
DRD2	HMDB0014864	Trimipramine
ADRB1	HMDB0014864	Trimipramine
ADRA1A	HMDB0014864	Trimipramine
HRH1	HMDB0014864	Trimipramine
NR1I2	HMDB0014800	Trimethobenzamide
DRD4	HMDB0014650	Triflupromazine
BDKRB1	HMDB0014650	Triflupromazine
PROKR2	HMDB0014650	Triflupromazine
MLNR	HMDB0014650	Triflupromazine
GNRHR	HMDB0014650	Triflupromazine
GPR63	HMDB0014650	Triflupromazine
KISS1R	HMDB0014650	Triflupromazine
OPRD1	HMDB0014650	Triflupromazine
PRLHR	HMDB0014650	Triflupromazine
GHSR	HMDB0014650	Triflupromazine
GPR83	HMDB0014650	Triflupromazine
MC3R	HMDB0014650	Triflupromazine
PTGER2	HMDB0014650	Triflupromazine
MCHR1	HMDB0014650	Triflupromazine
GALR3	HMDB0014650	Triflupromazine
OPN1SW	HMDB0014650	Triflupromazine
SSTR4	HMDB0014650	Triflupromazine
NMUR2	HMDB0014650	Triflupromazine
CHRM3	HMDB0014650	Triflupromazine
HRH4	HMDB0014650	Triflupromazine
APLNR	HMDB0014650	Triflupromazine
TAAR5	HMDB0014650	Triflupromazine
NMBR	HMDB0014650	Triflupromazine
HTR2B	HMDB0014650	Triflupromazine
GPR45	HMDB0014650	Triflupromazine
OPRK1	HMDB0014650	Triflupromazine
GPR84	HMDB0014650	Triflupromazine
SSTR1	HMDB0014650	Triflupromazine
GPR65	HMDB0014650	Triflupromazine
ACKR3	HMDB0014650	Triflupromazine
AGTR1	HMDB0014650	Triflupromazine
GPR6	HMDB0014650	Triflupromazine
TAAR6	HMDB0014650	Triflupromazine
TAAR8	HMDB0014650	Triflupromazine
TAAR1	HMDB0014650	Triflupromazine
HTR2C	HMDB0014650	Triflupromazine
GPR119	HMDB0014650	Triflupromazine
SIGMAR1	HMDB0014650	Triflupromazine
NPFFR1	HMDB0014650	Triflupromazine
ADRA2A	HMDB0014650	Triflupromazine
MCHR2	HMDB0014650	Triflupromazine
GPR26	HMDB0014650	Triflupromazine
HTR5A	HMDB0014650	Triflupromazine
HTR6	HMDB0014650	Triflupromazine
PTGIR	HMDB0014650	Triflupromazine
CCR2	HMDB0014650	Triflupromazine
CCR5	HMDB0014650	Triflupromazine
PTGER1	HMDB0014650	Triflupromazine
SSTR5	HMDB0014650	Triflupromazine
CCKAR	HMDB0014650	Triflupromazine
CCR1	HMDB0014650	Triflupromazine
RHO	HMDB0014650	Triflupromazine
GPR85	HMDB0014650	Triflupromazine
GPR101	HMDB0014650	Triflupromazine
AVPR1A	HMDB0014650	Triflupromazine
GALR1	HMDB0014650	Triflupromazine
MC4R	HMDB0014650	Triflupromazine
GPR22	HMDB0014650	Triflupromazine
PTGER4	HMDB0014650	Triflupromazine
GPR27	HMDB0014650	Triflupromazine
PTGDR	HMDB0014650	Triflupromazine
NTSR2	HMDB0014650	Triflupromazine
PROKR1	HMDB0014650	Triflupromazine
CXCR6	HMDB0014650	Triflupromazine
ADORA2B	HMDB0014650	Triflupromazine
ADRB2	HMDB0014650	Triflupromazine
NMUR1	HMDB0014650	Triflupromazine
DRD5	HMDB0014650	Triflupromazine
GPR37	HMDB0014650	Triflupromazine
CHRM1	HMDB0014650	Triflupromazine
ADRA1B	HMDB0014650	Triflupromazine
LTB4R	HMDB0014650	Triflupromazine
HTR1E	HMDB0014650	Triflupromazine
NPFFR2	HMDB0014650	Triflupromazine
ADORA1	HMDB0014650	Triflupromazine
GPR151	HMDB0014650	Triflupromazine
GPR148	HMDB0014650	Triflupromazine
TRHR	HMDB0014650	Triflupromazine
GPR88	HMDB0014650	Triflupromazine
EDNRA	HMDB0014650	Triflupromazine
HTR1A	HMDB0014650	Triflupromazine
MC5R	HMDB0014650	Triflupromazine
GPR62	HMDB0014650	Triflupromazine
CHRM2	HMDB0014650	Triflupromazine
HTR1F	HMDB0014650	Triflupromazine
UTS2R	HMDB0014650	Triflupromazine
OXTR	HMDB0014650	Triflupromazine
GPR39	HMDB0014650	Triflupromazine
RXFP3	HMDB0014650	Triflupromazine
GALR2	HMDB0014650	Triflupromazine
NPBWR1	HMDB0014650	Triflupromazine
GPR173	HMDB0014650	Triflupromazine
NPY2R	HMDB0014650	Triflupromazine
CCR4	HMDB0014650	Triflupromazine
GPR19	HMDB0014650	Triflupromazine
MC2R	HMDB0014650	Triflupromazine
GPR142	HMDB0014650	Triflupromazine
CCKBR	HMDB0014650	Triflupromazine
ADORA2A	HMDB0014650	Triflupromazine
OPRL1	HMDB0014650	Triflupromazine
HTR7	HMDB0014650	Triflupromazine
AVPR2	HMDB0014650	Triflupromazine
NPY5R	HMDB0014650	Triflupromazine
HRH3	HMDB0014650	Triflupromazine
ADRB3	HMDB0014650	Triflupromazine
PTGER3	HMDB0014650	Triflupromazine
SSTR2	HMDB0014650	Triflupromazine
CCR9	HMDB0014650	Triflupromazine
LPAR1	HMDB0014650	Triflupromazine
NPSR1	HMDB0014650	Triflupromazine
HTR4	HMDB0014650	Triflupromazine
NPY1R	HMDB0014650	Triflupromazine
DRD2	HMDB0014650	Triflupromazine
OPN3	HMDB0014650	Triflupromazine
AVPR1B	HMDB0014650	Triflupromazine
GPR37L1	HMDB0014650	Triflupromazine
GPR52	HMDB0014650	Triflupromazine
TAAR2	HMDB0014650	Triflupromazine
RXFP4	HMDB0014650	Triflupromazine
ADRB1	HMDB0014650	Triflupromazine
CNR1	HMDB0014650	Triflupromazine
NPBWR2	HMDB0014650	Triflupromazine
HTR1B	HMDB0014650	Triflupromazine
OPN1LW	HMDB0014650	Triflupromazine
NTSR1	HMDB0014650	Triflupromazine
LPAR3	HMDB0014650	Triflupromazine
BRS3	HMDB0014650	Triflupromazine
PTGFR	HMDB0014650	Triflupromazine
HCRTR2	HMDB0014650	Triflupromazine
OPN5	HMDB0014650	Triflupromazine
FFAR4	HMDB0014650	Triflupromazine
AGTR2	HMDB0014650	Triflupromazine
OPN4	HMDB0014650	Triflupromazine
GPR21	HMDB0014650	Triflupromazine
HCRTR1	HMDB0014650	Triflupromazine
GPR3	HMDB0014650	Triflupromazine
NPY4R	HMDB0014650	Triflupromazine
CNR2	HMDB0014650	Triflupromazine
EDNRB	HMDB0014650	Triflupromazine
HRH2	HMDB0014650	Triflupromazine
ADRA1D	HMDB0014650	Triflupromazine
GPR150	HMDB0014650	Triflupromazine
GRPR	HMDB0014650	Triflupromazine
ADRA1A	HMDB0014650	Triflupromazine
GPR12	HMDB0014650	Triflupromazine
GPR78	HMDB0014650	Triflupromazine
CHRM5	HMDB0014650	Triflupromazine
DRD3	HMDB0014650	Triflupromazine
QRFPR	HMDB0014650	Triflupromazine
GPR135	HMDB0014650	Triflupromazine
HRH1	HMDB0014650	Triflupromazine
LPAR2	HMDB0014650	Triflupromazine
GPR61	HMDB0014650	Triflupromazine
ADRA2C	HMDB0014650	Triflupromazine
CXCR4	HMDB0014650	Triflupromazine
TBXA2R	HMDB0014650	Triflupromazine
OPRM1	HMDB0014650	Triflupromazine
CHRM4	HMDB0014650	Triflupromazine
LTB4R2	HMDB0014650	Triflupromazine
CCR3	HMDB0014650	Triflupromazine
MC1R	HMDB0014650	Triflupromazine
GPR176	HMDB0014650	Triflupromazine
GPR139	HMDB0014650	Triflupromazine
DRD4	HMDB0014969	Trifluoperazine
BDKRB1	HMDB0014969	Trifluoperazine
PROKR2	HMDB0014969	Trifluoperazine
MLNR	HMDB0014969	Trifluoperazine
GNRHR	HMDB0014969	Trifluoperazine
GPR63	HMDB0014969	Trifluoperazine
KISS1R	HMDB0014969	Trifluoperazine
OPRD1	HMDB0014969	Trifluoperazine
PRLHR	HMDB0014969	Trifluoperazine
GHSR	HMDB0014969	Trifluoperazine
GPR83	HMDB0014969	Trifluoperazine
MC3R	HMDB0014969	Trifluoperazine
PTGER2	HMDB0014969	Trifluoperazine
MCHR1	HMDB0014969	Trifluoperazine
GALR3	HMDB0014969	Trifluoperazine
OPN1SW	HMDB0014969	Trifluoperazine
SSTR4	HMDB0014969	Trifluoperazine
NMUR2	HMDB0014969	Trifluoperazine
CHRM3	HMDB0014969	Trifluoperazine
HRH4	HMDB0014969	Trifluoperazine
APLNR	HMDB0014969	Trifluoperazine
TAAR5	HMDB0014969	Trifluoperazine
NMBR	HMDB0014969	Trifluoperazine
HTR2B	HMDB0014969	Trifluoperazine
GPR45	HMDB0014969	Trifluoperazine
OPRK1	HMDB0014969	Trifluoperazine
GPR84	HMDB0014969	Trifluoperazine
SSTR1	HMDB0014969	Trifluoperazine
GPR65	HMDB0014969	Trifluoperazine
ACKR3	HMDB0014969	Trifluoperazine
AGTR1	HMDB0014969	Trifluoperazine
GPR6	HMDB0014969	Trifluoperazine
TAAR6	HMDB0014969	Trifluoperazine
TAAR8	HMDB0014969	Trifluoperazine
TAAR1	HMDB0014969	Trifluoperazine
HTR2C	HMDB0014969	Trifluoperazine
GPR119	HMDB0014969	Trifluoperazine
SIGMAR1	HMDB0014969	Trifluoperazine
NPFFR1	HMDB0014969	Trifluoperazine
ADRA2A	HMDB0014969	Trifluoperazine
MCHR2	HMDB0014969	Trifluoperazine
GPR26	HMDB0014969	Trifluoperazine
HTR5A	HMDB0014969	Trifluoperazine
HTR6	HMDB0014969	Trifluoperazine
PTGIR	HMDB0014969	Trifluoperazine
CCR2	HMDB0014969	Trifluoperazine
CCR5	HMDB0014969	Trifluoperazine
PTGER1	HMDB0014969	Trifluoperazine
SSTR5	HMDB0014969	Trifluoperazine
CCKAR	HMDB0014969	Trifluoperazine
CCR1	HMDB0014969	Trifluoperazine
RHO	HMDB0014969	Trifluoperazine
GPR85	HMDB0014969	Trifluoperazine
GPR101	HMDB0014969	Trifluoperazine
AVPR1A	HMDB0014969	Trifluoperazine
GALR1	HMDB0014969	Trifluoperazine
MC4R	HMDB0014969	Trifluoperazine
GPR22	HMDB0014969	Trifluoperazine
PTGER4	HMDB0014969	Trifluoperazine
GPR27	HMDB0014969	Trifluoperazine
PTGDR	HMDB0014969	Trifluoperazine
NTSR2	HMDB0014969	Trifluoperazine
PROKR1	HMDB0014969	Trifluoperazine
CXCR6	HMDB0014969	Trifluoperazine
ADORA2B	HMDB0014969	Trifluoperazine
ADRB2	HMDB0014969	Trifluoperazine
NMUR1	HMDB0014969	Trifluoperazine
DRD5	HMDB0014969	Trifluoperazine
GPR37	HMDB0014969	Trifluoperazine
CHRM1	HMDB0014969	Trifluoperazine
ADRA1B	HMDB0014969	Trifluoperazine
LTB4R	HMDB0014969	Trifluoperazine
HTR1E	HMDB0014969	Trifluoperazine
NPFFR2	HMDB0014969	Trifluoperazine
ADORA1	HMDB0014969	Trifluoperazine
GPR151	HMDB0014969	Trifluoperazine
GPR148	HMDB0014969	Trifluoperazine
TRHR	HMDB0014969	Trifluoperazine
GPR88	HMDB0014969	Trifluoperazine
EDNRA	HMDB0014969	Trifluoperazine
HTR1A	HMDB0014969	Trifluoperazine
MC5R	HMDB0014969	Trifluoperazine
GPR62	HMDB0014969	Trifluoperazine
CHRM2	HMDB0014969	Trifluoperazine
HTR1F	HMDB0014969	Trifluoperazine
UTS2R	HMDB0014969	Trifluoperazine
OXTR	HMDB0014969	Trifluoperazine
GPR39	HMDB0014969	Trifluoperazine
RXFP3	HMDB0014969	Trifluoperazine
GALR2	HMDB0014969	Trifluoperazine
NPBWR1	HMDB0014969	Trifluoperazine
GPR173	HMDB0014969	Trifluoperazine
NPY2R	HMDB0014969	Trifluoperazine
CCR4	HMDB0014969	Trifluoperazine
GPR19	HMDB0014969	Trifluoperazine
MC2R	HMDB0014969	Trifluoperazine
GPR142	HMDB0014969	Trifluoperazine
CCKBR	HMDB0014969	Trifluoperazine
ADORA2A	HMDB0014969	Trifluoperazine
OPRL1	HMDB0014969	Trifluoperazine
HTR7	HMDB0014969	Trifluoperazine
AVPR2	HMDB0014969	Trifluoperazine
NPY5R	HMDB0014969	Trifluoperazine
HRH3	HMDB0014969	Trifluoperazine
ADRB3	HMDB0014969	Trifluoperazine
PTGER3	HMDB0014969	Trifluoperazine
SSTR2	HMDB0014969	Trifluoperazine
CCR9	HMDB0014969	Trifluoperazine
LPAR1	HMDB0014969	Trifluoperazine
NPSR1	HMDB0014969	Trifluoperazine
HTR4	HMDB0014969	Trifluoperazine
NPY1R	HMDB0014969	Trifluoperazine
DRD2	HMDB0014969	Trifluoperazine
OPN3	HMDB0014969	Trifluoperazine
AVPR1B	HMDB0014969	Trifluoperazine
GPR37L1	HMDB0014969	Trifluoperazine
GPR52	HMDB0014969	Trifluoperazine
TAAR2	HMDB0014969	Trifluoperazine
RXFP4	HMDB0014969	Trifluoperazine
ADRB1	HMDB0014969	Trifluoperazine
CNR1	HMDB0014969	Trifluoperazine
NPBWR2	HMDB0014969	Trifluoperazine
HTR1B	HMDB0014969	Trifluoperazine
OPN1LW	HMDB0014969	Trifluoperazine
NTSR1	HMDB0014969	Trifluoperazine
LPAR3	HMDB0014969	Trifluoperazine
BRS3	HMDB0014969	Trifluoperazine
PTGFR	HMDB0014969	Trifluoperazine
HCRTR2	HMDB0014969	Trifluoperazine
OPN5	HMDB0014969	Trifluoperazine
FFAR4	HMDB0014969	Trifluoperazine
AGTR2	HMDB0014969	Trifluoperazine
OPN4	HMDB0014969	Trifluoperazine
GPR21	HMDB0014969	Trifluoperazine
HCRTR1	HMDB0014969	Trifluoperazine
GPR3	HMDB0014969	Trifluoperazine
NPY4R	HMDB0014969	Trifluoperazine
CNR2	HMDB0014969	Trifluoperazine
EDNRB	HMDB0014969	Trifluoperazine
HRH2	HMDB0014969	Trifluoperazine
ADRA1D	HMDB0014969	Trifluoperazine
GPR150	HMDB0014969	Trifluoperazine
GRPR	HMDB0014969	Trifluoperazine
ADRA1A	HMDB0014969	Trifluoperazine
GPR12	HMDB0014969	Trifluoperazine
GPR78	HMDB0014969	Trifluoperazine
CHRM5	HMDB0014969	Trifluoperazine
DRD3	HMDB0014969	Trifluoperazine
QRFPR	HMDB0014969	Trifluoperazine
GPR135	HMDB0014969	Trifluoperazine
HRH1	HMDB0014969	Trifluoperazine
LPAR2	HMDB0014969	Trifluoperazine
GPR61	HMDB0014969	Trifluoperazine
ADRA2C	HMDB0014969	Trifluoperazine
CXCR4	HMDB0014969	Trifluoperazine
TBXA2R	HMDB0014969	Trifluoperazine
OPRM1	HMDB0014969	Trifluoperazine
CHRM4	HMDB0014969	Trifluoperazine
LTB4R2	HMDB0014969	Trifluoperazine
CCR3	HMDB0014969	Trifluoperazine
MC1R	HMDB0014969	Trifluoperazine
GPR176	HMDB0014969	Trifluoperazine
GPR139	HMDB0014969	Trifluoperazine
NR1I2	HMDB0061385	Triclosan
ESRRA	HMDB0259177	trichostatin A
ESR1	HMDB0259177	trichostatin A
PPARG	HMDB0259177	trichostatin A
BCL2L1	HMDB0259177	trichostatin A
BCL2	HMDB0259177	trichostatin A
ESR2	HMDB0259177	trichostatin A
ESRRG	HMDB0259177	trichostatin A
ESRRA	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
ESR1	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
CD38	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
NR3C1	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
RBP2	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
RBP1	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
TTR	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
NR1H2	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
RARA	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
NR0B2	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
PMP2	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
FABP4	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
HTR2B	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
RORA	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
BIRC3	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
THRA	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
RBP5	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
FABP2	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
CYSLTR2	HMDB0244343	3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid
